deveui,name,description,application,deviceprofile,payloadcodec,fport,appkey,devaddr,nwkskey,appskey
24e124715123463b,WT201-212,24e124715123463b,test,ClassC-OTAA,WT201,1,4655e80e124d15e6fa784d2c07e02a1b,,,
24e124715123463c,WT201-213,24e124715123463c,test,ClassC-OTAA,WT201,1,6e002ed6d887333ef29c9e29a502ba9e,,,
24e124715123463d,WT201-214,24e124715123463d,test,ClassC-OTAA,WT201,1,433234a6e79bcad4a2c779435e5469b3,,,
24e124715123463e,WT201-215,24e124715123463e,test,ClassC-OTAA,WT201,1,1f865c91d100d76a839f999e9dfb90e7,,,
24e124715123463f,WT201-216,24e124715123463f,test,ClassC-OTAA,WT201,1,147d045e55130cffa56d7ef1e8232172,,,
24e1247151234640,WT201-217,24e1247151234640,test,ClassC-OTAA,WT201,1,aee38030525315c234aea997839e32ff,,,
24e1247151234641,WT201-218,24e1247151234641,test,ClassC-OTAA,WT201,1,fa13dcc159d719c6ecf77f69efa6b0a5,,,
24e1247151234642,WT201-219,24e1247151234642,test,ClassC-OTAA,WT201,1,c51e19aca975aab45601b9d42f28f5b5,,,
24e1247151234643,WT201-220,24e1247151234643,test,ClassC-OTAA,WT201,1,f9542cd9fd84e4e1026ce4c2fbd99dde,,,
24e1247151234644,WT201-221,24e1247151234644,test,ClassC-OTAA,WT201,1,c47266661f9902040ffeab5a69c37dd9,,,
24e1247151234645,WT201-222,24e1247151234645,test,ClassC-OTAA,WT201,1,31ddc3cca4d8be68505371941e3253d4,,,
24e1247151234646,WT201-223,24e1247151234646,test,ClassC-OTAA,WT201,1,9c8deb00f197b6a6d462d953b59ad3fb,,,
24e1247151234647,WT201-224,24e1247151234647,test,ClassC-OTAA,WT201,1,39baa0427534e2098e0bcee0a9f25407,,,
24e1247151234648,WT201-225,24e1247151234648,test,ClassC-OTAA,WT201,1,cbb4eeec5592497e8669d152c64029a0,,,
24e1247151234649,WT201-226,24e1247151234649,test,ClassC-OTAA,WT201,1,573e29e78544863bf74a100dd9808cfd,,,
24e124715123464a,WT201-227,24e124715123464a,test,ClassC-OTAA,WT201,1,bd0e398975f46dc61de52a4ae4f556d3,,,
24e124715123464b,WT201-228,24e124715123464b,test,ClassC-OTAA,WT201,1,73c7805a0bfd8038b15ce7df2131f9ce,,,
24e124715123464c,WT201-229,24e124715123464c,test,ClassC-OTAA,WT201,1,e97bde2e60e2597990303584f9597a49,,,
24e124715123464d,WT201-230,24e124715123464d,test,ClassC-OTAA,WT201,1,11c84afcd4e102ad47ac1d50ce7c7b12,,,
24e124715123464e,WT201-231,24e124715123464e,test,ClassC-OTAA,WT201,1,4143d20ede764ef5e91c1a24aeb35920,,,
24e124715123464f,WT201-232,24e124715123464f,test,ClassC-OTAA,WT201,1,faae7559667db5663416e9925135f25f,,,
24e1247151234650,WT201-233,24e1247151234650,test,ClassC-OTAA,WT201,1,b5f780c626057f1b783b8ec1ae037d74,,,
24e1247151234651,WT201-234,24e1247151234651,test,ClassC-OTAA,WT201,1,5fb8ead920dd51a91f773ccaea2c9808,,,
24e1247151234652,WT201-235,24e1247151234652,test,ClassC-OTAA,WT201,1,9d4f63717989f5816aac496397efd515,,,
24e1247151234653,WT201-236,24e1247151234653,test,ClassC-OTAA,WT201,1,b22e62eb75cd2d20172a51aaf4af9d43,,,
24e1247151234654,WT201-237,24e1247151234654,test,ClassC-OTAA,WT201,1,f585e704220cd55a910ac15ea97bedfe,,,
24e1247151234655,WT201-238,24e1247151234655,test,ClassC-OTAA,WT201,1,06145c7e549f178c24edb305efb46cac,,,
24e1247151234656,WT201-239,24e1247151234656,test,ClassC-OTAA,WT201,1,225e4dd2a2f59cf8e85b129be921244a,,,
24e1247151234657,WT201-240,24e1247151234657,test,ClassC-OTAA,WT201,1,d0408d279fcc2b1be49e40ffbefce8af,,,
24e1247151234658,WT201-241,24e1247151234658,test,ClassC-OTAA,WT201,1,bde88dda14455aa72f72f557c0b08060,,,
24e1247151234659,WT201-242,24e1247151234659,test,ClassC-OTAA,WT201,1,250fa282576e1faad0f87afa8d44a3a7,,,
24e124715123465a,WT201-243,24e124715123465a,test,ClassC-OTAA,WT201,1,db06f77be43a92626b6bd616bb7db37e,,,
24e124715123465b,WT201-244,24e124715123465b,test,ClassC-OTAA,WT201,1,c9d014c1310dbcda7c79f51020417d19,,,
24e124715123465c,WT201-245,24e124715123465c,test,ClassC-OTAA,WT201,1,e95352c5264c5b2f23ad99afe16ec3ad,,,
24e124715123465d,WT201-246,24e124715123465d,test,ClassC-OTAA,WT201,1,8bde8221b4791c4f634db1a810f68131,,,
24e124715123465e,WT201-247,24e124715123465e,test,ClassC-OTAA,WT201,1,088a0cd022a7937684f2ececc29feb7f,,,
24e124715123465f,WT201-248,24e124715123465f,test,ClassC-OTAA,WT201,1,b8d4e6b1446916d6c96cd5d5c51d95a1,,,
24e1247151234660,WT201-249,24e1247151234660,test,ClassC-OTAA,WT201,1,861382a24dcbfe2defc03b1ef9010b15,,,
24e1247151234661,WT201-250,24e1247151234661,test,ClassC-OTAA,WT201,1,1ecf35aac6fb16674b5dddb627549652,,,
24e1247151234662,WT201-251,24e1247151234662,test,ClassC-OTAA,WT201,1,bd23b473921a8bd05432c9432180d770,,,
24e1247151234663,WT201-252,24e1247151234663,test,ClassC-OTAA,WT201,1,6b69ba350e21df901fcf3e5db61c3828,,,
24e1247151234664,WT201-253,24e1247151234664,test,ClassC-OTAA,WT201,1,450184ce918cd941649a43092eaef59d,,,
24e1247151234665,WT201-254,24e1247151234665,test,ClassC-OTAA,WT201,1,9675433b5cc539f249c2e5b297c40973,,,
24e1247151234666,WT201-255,24e1247151234666,test,ClassC-OTAA,WT201,1,8af66cd70c50633017a441f60dea09e6,,,
24e1247151234667,WT201-256,24e1247151234667,test,ClassC-OTAA,WT201,1,c7b877fa3e35dddf221e400c4e3fe798,,,
24e1247151234668,WT201-257,24e1247151234668,test,ClassC-OTAA,WT201,1,707e96000e4da3247011623585774227,,,
24e1247151234669,WT201-258,24e1247151234669,test,ClassC-OTAA,WT201,1,75e72dfddaa11bccbefd2fd46c626539,,,
24e124715123466a,WT201-259,24e124715123466a,test,ClassC-OTAA,WT201,1,9edc47c18c6f2c5253c77720d1482c8a,,,
24e124715123466b,WT201-260,24e124715123466b,test,ClassC-OTAA,WT201,1,faf1a6759b42bd202925cfa14945649d,,,
24e124715123466c,WT201-261,24e124715123466c,test,ClassC-OTAA,WT201,1,8a0520999496c1db52fa7253b790c74f,,,
24e124715123466d,WT201-262,24e124715123466d,test,ClassC-OTAA,WT201,1,aa4e8acac47b2c31d9be1a331b3752f0,,,
24e124715123466e,WT201-263,24e124715123466e,test,ClassC-OTAA,WT201,1,7b4ec8f7f460e4d9729a60232e1bb25f,,,
24e124715123466f,WT201-264,24e124715123466f,test,ClassC-OTAA,WT201,1,4346e63a9fc85183652a687ba012ab11,,,
24e1247151234670,WT201-265,24e1247151234670,test,ClassC-OTAA,WT201,1,a049bfcc0e3dbc7480b07f4361b3c058,,,
24e1247151234671,WT201-266,24e1247151234671,test,ClassC-OTAA,WT201,1,0657902f2724d6dfa9926dade7157645,,,
24e1247151234672,WT201-267,24e1247151234672,test,ClassC-OTAA,WT201,1,9bee3dcb1bd2de62bbeb24e2bfde6023,,,
24e1247151234673,WT201-268,24e1247151234673,test,ClassC-OTAA,WT201,1,e457e1b844e2fd444b494e076a9dc2ba,,,
24e1247151234674,WT201-269,24e1247151234674,test,ClassC-OTAA,WT201,1,1f99336f6c2892689bf47dae8eeb503e,,,
24e1247151234675,WT201-270,24e1247151234675,test,ClassC-OTAA,WT201,1,95ae8137215f3d0f3f9d9abfcc1fc833,,,
24e1247151234676,WT201-271,24e1247151234676,test,ClassC-OTAA,WT201,1,084bf5f8a3fe6290b09a9cbc2815f927,,,
24e1247151234677,WT201-272,24e1247151234677,test,ClassC-OTAA,WT201,1,5fee3170f802ef3e5bfb8f66409632aa,,,
24e1247151234678,WT201-273,24e1247151234678,test,ClassC-OTAA,WT201,1,45aaf68b60a382047c61289e8e7524ab,,,
24e1247151234679,WT201-274,24e1247151234679,test,ClassC-OTAA,WT201,1,711718c5504bc0739a378460a605157b,,,
24e124715123467a,WT201-275,24e124715123467a,test,ClassC-OTAA,WT201,1,31ff1b8445572a783656a10e66880d58,,,
24e124715123467b,WT201-276,24e124715123467b,test,ClassC-OTAA,WT201,1,202ce342f1d4f2c68fdb676a04915d02,,,
24e124715123467c,WT201-277,24e124715123467c,test,ClassC-OTAA,WT201,1,45445c757e3b1243091bdc9419dd0ea0,,,
24e124715123467d,WT201-278,24e124715123467d,test,ClassC-OTAA,WT201,1,8fd5ce798f2226403d5bbba3beee54e9,,,
24e124715123467e,WT201-279,24e124715123467e,test,ClassC-OTAA,WT201,1,6c5d9f90753397d0954433a5597a9461,,,
24e124715123467f,WT201-280,24e124715123467f,test,ClassC-OTAA,WT201,1,c0e6ef1ffe524f4e0b6103b280adb6be,,,
24e1247151234680,WT201-281,24e1247151234680,test,ClassC-OTAA,WT201,1,65a8bb66fb1195410a999cd207f75342,,,
24e1247151234681,WT201-282,24e1247151234681,test,ClassC-OTAA,WT201,1,981352757b1cf86b6a39fe418821641c,,,
24e1247151234682,WT201-283,24e1247151234682,test,ClassC-OTAA,WT201,1,505e25e2a606b4a4fc216c58f402ff2c,,,
24e1247151234683,WT201-284,24e1247151234683,test,ClassC-OTAA,WT201,1,89bbbd169bd12d43c0273744af5564b3,,,
24e1247151234684,WT201-285,24e1247151234684,test,ClassC-OTAA,WT201,1,87dee753047dc4a1f38a4ca3e3e0e95b,,,
24e1247151234685,WT201-286,24e1247151234685,test,ClassC-OTAA,WT201,1,9eee1abfd3bea0041f403960d3694f29,,,
24e1247151234686,WT201-287,24e1247151234686,test,ClassC-OTAA,WT201,1,f8a0cc2768c8dbfc06265011cc763800,,,
24e1247151234687,WT201-288,24e1247151234687,test,ClassC-OTAA,WT201,1,7185a2dd2e21ab7ed73aab32fa728cd3,,,
24e1247151234688,WT201-289,24e1247151234688,test,ClassC-OTAA,WT201,1,b6d379497321f137f6d5ba74bf3ed15c,,,
24e1247151234689,WT201-290,24e1247151234689,test,ClassC-OTAA,WT201,1,f880075877e096ea57a605b30a8ac60e,,,
24e124715123468a,WT201-291,24e124715123468a,test,ClassC-OTAA,WT201,1,3e0f4ec0c83c4f6313c76813df32f486,,,
24e124715123468b,WT201-292,24e124715123468b,test,ClassC-OTAA,WT201,1,3e9bfae10de120bce5113a61948cf7e9,,,
24e124715123468c,WT201-293,24e124715123468c,test,ClassC-OTAA,WT201,1,014e351d8364d1420589fd8c9468b4fb,,,
24e124715123468d,WT201-294,24e124715123468d,test,ClassC-OTAA,WT201,1,8a86c21dad7db50483d73f4112323376,,,
24e124715123468e,WT201-295,24e124715123468e,test,ClassC-OTAA,WT201,1,77d6f1790d2a4a57a87bdf1a1fae5263,,,
24e124715123468f,WT201-296,24e124715123468f,test,ClassC-OTAA,WT201,1,fd740ba56e38c47f02358d2b40890e9f,,,
24e1247151234690,WT201-297,24e1247151234690,test,ClassC-OTAA,WT201,1,9a9d585743ed56c2d26c82963214c384,,,
24e1247151234691,WT201-298,24e1247151234691,test,ClassC-OTAA,WT201,1,7f004d5d0539c9df55eea7a4e9e7a87a,,,
24e1247151234692,WT201-299,24e1247151234692,test,ClassC-OTAA,WT201,1,2a15afd12380f144d7c26513a9e02911,,,
24e1247151234693,WT201-300,24e1247151234693,test,ClassC-OTAA,WT201,1,fa2174da92752feb8fc92e464569c0b3,,,
24e1247151234694,WT201-301,24e1247151234694,test,ClassC-OTAA,WT201,1,773244699bfd7231f74e62449d61b32c,,,
24e1247151234695,WT201-302,24e1247151234695,test,ClassC-OTAA,WT201,1,80cef99be628bc0483e716c76569a9e4,,,
24e1247151234696,WT201-303,24e1247151234696,test,ClassC-OTAA,WT201,1,967e4c8965f2f32b160d81a300e3f2c5,,,
24e1247151234697,WT201-304,24e1247151234697,test,ClassC-OTAA,WT201,1,d3c6ba3fc81f68a3403c11b7a91df86e,,,
24e1247151234698,WT201-305,24e1247151234698,test,ClassC-OTAA,WT201,1,bf74816ef66d351f8cc57c6da4cd479c,,,
24e1247151234699,WT201-306,24e1247151234699,test,ClassC-OTAA,WT201,1,83ea565131ac2a66a565da71c64e0481,,,
24e124715123469a,WT201-307,24e124715123469a,test,ClassC-OTAA,WT201,1,f0e68d689a6789141ea3d94266fe0385,,,
24e124715123469b,WT201-308,24e124715123469b,test,ClassC-OTAA,WT201,1,1494439c6252dfd3671d6ffb41205c41,,,
24e124715123469c,WT201-309,24e124715123469c,test,ClassC-OTAA,WT201,1,288fe4046a9ab17dee2a10c7b3e6cdfc,,,
24e124715123469d,WT201-310,24e124715123469d,test,ClassC-OTAA,WT201,1,4a29c8392399b5ba854529ade3b5ee35,,,
24e124715123469e,WT201-311,24e124715123469e,test,ClassC-OTAA,WT201,1,97763718e9b31cd995fe3d37456e435a,,,
24e124715123469f,WT201-312,24e124715123469f,test,ClassC-OTAA,WT201,1,522e323c02448a7ae63f6deb2a28cb94,,,
24e12471512346a0,WT201-313,24e12471512346a0,test,ClassC-OTAA,WT201,1,dac5927f2ea3142aa4c6d90df5f226b2,,,
24e12471512346a1,WT201-314,24e12471512346a1,test,ClassC-OTAA,WT201,1,491c60417ab116b74011642e0ca98fae,,,
24e12471512346a2,WT201-315,24e12471512346a2,test,ClassC-OTAA,WT201,1,c86cbe1a1b849208c534a5282f154ade,,,
24e12471512346a3,WT201-316,24e12471512346a3,test,ClassC-OTAA,WT201,1,5a57aaac564f9e3acfd7402e54a8964d,,,
24e12471512346a4,WT201-317,24e12471512346a4,test,ClassC-OTAA,WT201,1,48f443b0e075140c59463f96b18316b8,,,
24e12471512346a5,WT201-318,24e12471512346a5,test,ClassC-OTAA,WT201,1,fe3f68417e88443091d788eeea904ea8,,,
24e12471512346a6,WT201-319,24e12471512346a6,test,ClassC-OTAA,WT201,1,40ba6c9b0d6f1d90592b82b155769269,,,
24e12471512346a7,WT201-320,24e12471512346a7,test,ClassC-OTAA,WT201,1,8ac723355d6638cb6105b765de3fe031,,,
24e12471512346a8,WT201-321,24e12471512346a8,test,ClassC-OTAA,WT201,1,3c972fb1d7fb5dc0fd25b079352618b9,,,
24e12471512346a9,WT201-322,24e12471512346a9,test,ClassC-OTAA,WT201,1,c1a0f3285430bf332e90833706ad5ba9,,,
24e12471512346aa,WT201-323,24e12471512346aa,test,ClassC-OTAA,WT201,1,39368d1edbb809396cfd97becb0b6bbc,,,
24e12471512346ab,WT201-324,24e12471512346ab,test,ClassC-OTAA,WT201,1,71957c753c4bbed15a372ab75aef9358,,,
24e12471512346ac,WT201-325,24e12471512346ac,test,ClassC-OTAA,WT201,1,b9e50191c8b40bd5c4782d36af901b1c,,,
24e12471512346ad,WT201-326,24e12471512346ad,test,ClassC-OTAA,WT201,1,9ff7bba34a6f879edd6a2b2d10362849,,,
24e12471512346ae,WT201-327,24e12471512346ae,test,ClassC-OTAA,WT201,1,1712b8e47d0fac0b96fc95c043a517a8,,,
24e12471512346af,WT201-328,24e12471512346af,test,ClassC-OTAA,WT201,1,5297ef2198c3e13089eda1b1004cb37c,,,
24e12471512346b0,WT201-329,24e12471512346b0,test,ClassC-OTAA,WT201,1,1159969fad56721544d8585a08350db8,,,
24e12471512346b1,WT201-330,24e12471512346b1,test,ClassC-OTAA,WT201,1,870f3e3f9b3c6192e5f78a90373d7e07,,,
24e12471512346b2,WT201-331,24e12471512346b2,test,ClassC-OTAA,WT201,1,126a5dc032c8f57193d6cd67d2f8cb17,,,
24e12471512346b3,WT201-332,24e12471512346b3,test,ClassC-OTAA,WT201,1,0a9a297e7ff46a516321473e3fca132e,,,
24e12471512346b4,WT201-333,24e12471512346b4,test,ClassC-OTAA,WT201,1,d3057ce6935e9ccc7314541548a53030,,,
24e12471512346b5,WT201-334,24e12471512346b5,test,ClassC-OTAA,WT201,1,3210fda95a754a7979270b32296f8d9f,,,
24e12471512346b6,WT201-335,24e12471512346b6,test,ClassC-OTAA,WT201,1,1ecbae8a4bebc39195cbfde5bbd389e5,,,
24e12471512346b7,WT201-336,24e12471512346b7,test,ClassC-OTAA,WT201,1,149883ab2b913ce5479e3a0a9a4e4961,,,
24e12471512346b8,WT201-337,24e12471512346b8,test,ClassC-OTAA,WT201,1,31616a25f32c14fc40b5d8bcd3750bf2,,,
24e12471512346b9,WT201-338,24e12471512346b9,test,ClassC-OTAA,WT201,1,56001abb15163e2ca2343f0cbd0ebfda,,,
24e12471512346ba,WT201-339,24e12471512346ba,test,ClassC-OTAA,WT201,1,4aa8952e6f41b47b5a0f81c91d2bb3ff,,,
24e12471512346bb,WT201-340,24e12471512346bb,test,ClassC-OTAA,WT201,1,608b6fb3071cc0f1396991ad59024433,,,
24e12471512346bc,WT201-341,24e12471512346bc,test,ClassC-OTAA,WT201,1,6e43c6291cacfd96b05c98444139dc2f,,,
24e12471512346bd,WT201-342,24e12471512346bd,test,ClassC-OTAA,WT201,1,275543457178fb09c51d0604e414d988,,,
24e12471512346be,WT201-343,24e12471512346be,test,ClassC-OTAA,WT201,1,a696c5fc546d3558dec0a17d4c696088,,,
24e12471512346bf,WT201-344,24e12471512346bf,test,ClassC-OTAA,WT201,1,5f24290d01677792bb8946ae28aeb35c,,,
24e12471512346c0,WT201-345,24e12471512346c0,test,ClassC-OTAA,WT201,1,d7ecc2ef16bc2ef11cdd491e1755bc16,,,
24e12471512346c1,WT201-346,24e12471512346c1,test,ClassC-OTAA,WT201,1,acd1ef7ef99ea40a28dcdb02a080a1a5,,,
24e12471512346c2,WT201-347,24e12471512346c2,test,ClassC-OTAA,WT201,1,a53e2b667b654d3e398a155a9efd803c,,,
24e12471512346c3,WT201-348,24e12471512346c3,test,ClassC-OTAA,WT201,1,68b06c006cf1814e5af4a3d51661b5d2,,,
24e12471512346c4,WT201-349,24e12471512346c4,test,ClassC-OTAA,WT201,1,da232763762f38dbdcd572347d422f52,,,
24e12471512346c5,WT201-350,24e12471512346c5,test,ClassC-OTAA,WT201,1,e97bf7fdb7677f0071da2410dcd18f13,,,
24e12471512346c6,WT201-351,24e12471512346c6,test,ClassC-OTAA,WT201,1,5816ed36eb447529e5ca10ba7b724b79,,,
24e12471512346c7,WT201-352,24e12471512346c7,test,ClassC-OTAA,WT201,1,8cec1d0c30f0f21e7c7219e94378e8a5,,,
24e12471512346c8,WT201-353,24e12471512346c8,test,ClassC-OTAA,WT201,1,cd1046f68bc40514c052081cd9bc4188,,,
24e12471512346c9,WT201-354,24e12471512346c9,test,ClassC-OTAA,WT201,1,25c952187bac3af4a949b90ea27495a5,,,
24e12471512346ca,WT201-355,24e12471512346ca,test,ClassC-OTAA,WT201,1,1f9eac2dd84c53a1d87c9f1eeed55c61,,,
24e12471512346cb,WT201-356,24e12471512346cb,test,ClassC-OTAA,WT201,1,a77bd2c2fc46835b1a378469d52662e8,,,
24e12471512346cc,WT201-357,24e12471512346cc,test,ClassC-OTAA,WT201,1,60a58f17cc8acaac5cb7c3b9c16bc78f,,,
24e12471512346cd,WT201-358,24e12471512346cd,test,ClassC-OTAA,WT201,1,2939261ae7aeeba949d4830e3a03c32c,,,
24e12471512346ce,WT201-359,24e12471512346ce,test,ClassC-OTAA,WT201,1,e30bc56b10f5e3583c889bf8d046741c,,,
24e12471512346cf,WT201-360,24e12471512346cf,test,ClassC-OTAA,WT201,1,9b8b1877eb303306dabc9597a8936330,,,
24e12471512346d0,WT201-361,24e12471512346d0,test,ClassC-OTAA,WT201,1,c5cdb5fbd3fc3fe2c198ec2758582bbb,,,
24e12471512346d1,WT201-362,24e12471512346d1,test,ClassC-OTAA,WT201,1,a9ec573a9365ac0cd762aa2fb56cd029,,,
24e12471512346d2,WT201-363,24e12471512346d2,test,ClassC-OTAA,WT201,1,9edb6db09d7b43a5d8ec4d3589a2984b,,,
24e12471512346d3,WT201-364,24e12471512346d3,test,ClassC-OTAA,WT201,1,5dfc316e3666052b401af1fb78c79a37,,,
24e12471512346d4,WT201-365,24e12471512346d4,test,ClassC-OTAA,WT201,1,88c6afd075a13a88ba4c1e2e23c476c4,,,
24e12471512346d5,WT201-366,24e12471512346d5,test,ClassC-OTAA,WT201,1,cd4548d15dbe34ee0acea019fe59abc0,,,
24e12471512346d6,WT201-367,24e12471512346d6,test,ClassC-OTAA,WT201,1,b1335b4d8d54adce7968b82fe919086f,,,
24e12471512346d7,WT201-368,24e12471512346d7,test,ClassC-OTAA,WT201,1,28c1573f5e0229f313044fc5ec9a5c30,,,
24e12471512346d8,WT201-369,24e12471512346d8,test,ClassC-OTAA,WT201,1,bb80f97c31f466ff9e3de4b7b9d4dca4,,,
24e12471512346d9,WT201-370,24e12471512346d9,test,ClassC-OTAA,WT201,1,6dc878358b4ed19b2a96ad781a6dc6be,,,
24e12471512346da,WT201-371,24e12471512346da,test,ClassC-OTAA,WT201,1,901376c4581f85c84e37e9599968347a,,,
24e12471512346db,WT201-372,24e12471512346db,test,ClassC-OTAA,WT201,1,6a3d63546ffa080b830926b8208014f9,,,
24e12471512346dc,WT201-373,24e12471512346dc,test,ClassC-OTAA,WT201,1,d94a3743933a65967aac755808539370,,,
24e12471512346dd,WT201-374,24e12471512346dd,test,ClassC-OTAA,WT201,1,349aced4b907b2c130fba98512570c26,,,
24e12471512346de,WT201-375,24e12471512346de,test,ClassC-OTAA,WT201,1,aa3b92dc8390a76b011b2d1cccae97ba,,,
24e12471512346df,WT201-376,24e12471512346df,test,ClassC-OTAA,WT201,1,47d759445b99d5d273b822023664b87a,,,
24e12471512346e0,WT201-377,24e12471512346e0,test,ClassC-OTAA,WT201,1,0180bd6257a3888c40d1a3311a500c77,,,
24e12471512346e1,WT201-378,24e12471512346e1,test,ClassC-OTAA,WT201,1,f7350e1633ac709811576ed62bb0c40d,,,
24e12471512346e2,WT201-379,24e12471512346e2,test,ClassC-OTAA,WT201,1,4521ca90b0e635c9614d390ab5e9d5b7,,,
24e12471512346e3,WT201-380,24e12471512346e3,test,ClassC-OTAA,WT201,1,4b9268ce2e8cfcfb0512f11c7b72c495,,,
24e12471512346e4,WT201-381,24e12471512346e4,test,ClassC-OTAA,WT201,1,4284d773b70d3bc387c47ac0fdfee0f2,,,
24e12471512346e5,WT201-382,24e12471512346e5,test,ClassC-OTAA,WT201,1,ee456c54c3bfa958be744048176560d1,,,
24e12471512346e6,WT201-383,24e12471512346e6,test,ClassC-OTAA,WT201,1,95e7cc1f4272b3a495f0b525373bcc80,,,
24e12471512346e7,WT201-384,24e12471512346e7,test,ClassC-OTAA,WT201,1,437b54e2fd4efb5dd2115617f88831c9,,,
24e12471512346e8,WT201-385,24e12471512346e8,test,ClassC-OTAA,WT201,1,9e4770e122ed27ed39c597c6df559fba,,,
24e12471512346e9,WT201-386,24e12471512346e9,test,ClassC-OTAA,WT201,1,0e7cbbae31c48443e46a252691433349,,,
24e12471512346ea,WT201-387,24e12471512346ea,test,ClassC-OTAA,WT201,1,035dbb5d190f61fc71dc9c7dbdfcf0b6,,,
24e12471512346eb,WT201-388,24e12471512346eb,test,ClassC-OTAA,WT201,1,3d429bd98819b1443ce5397250d67070,,,
24e12471512346ec,WT201-389,24e12471512346ec,test,ClassC-OTAA,WT201,1,f6f520c6807bee9f62922e71c6e807ca,,,
24e12471512346ed,WT201-390,24e12471512346ed,test,ClassC-OTAA,WT201,1,6e66b4388c7b8e07105b73cbf9570e05,,,
24e12471512346ee,WT201-391,24e12471512346ee,test,ClassC-OTAA,WT201,1,97f308c587fc871473d22e760d2425bd,,,
24e12471512346ef,WT201-392,24e12471512346ef,test,ClassC-OTAA,WT201,1,78fa7bb7636a24d4df499ba58ff24fe7,,,
24e12471512346f0,WT201-393,24e12471512346f0,test,ClassC-OTAA,WT201,1,1ff665944224a914b327d37811506daf,,,
24e12471512346f1,WT201-394,24e12471512346f1,test,ClassC-OTAA,WT201,1,715f9810d1b2c87eb1ee33081cb247ec,,,
24e12471512346f2,WT201-395,24e12471512346f2,test,ClassC-OTAA,WT201,1,5f4e74fbc9169a2420af7e975c1746f0,,,
24e12471512346f3,WT201-396,24e12471512346f3,test,ClassC-OTAA,WT201,1,1b0064c1e79a41d6cc0e0f0c34fa9e98,,,
24e12471512346f4,WT201-397,24e12471512346f4,test,ClassC-OTAA,WT201,1,9c73d91bc24a5543898f271c10345dea,,,
24e12471512346f5,WT201-398,24e12471512346f5,test,ClassC-OTAA,WT201,1,e2bde4a83174dcd3c444ba67ade7eec2,,,
24e12471512346f6,WT201-399,24e12471512346f6,test,ClassC-OTAA,WT201,1,88347ee44a3b6c50217f7ff791904db7,,,
24e12471512346f7,WT201-400,24e12471512346f7,test,ClassC-OTAA,WT201,1,825cfadf65b39a43dae09f592a03b6c2,,,
24e12471512346f8,WT201-401,24e12471512346f8,test,ClassC-OTAA,WT201,1,a26a948ecf98ad2c15f79b4569c1cffa,,,
24e12471512346f9,WT201-402,24e12471512346f9,test,ClassC-OTAA,WT201,1,901f7998cc7262a61c26649d2fb5b9ef,,,
24e12471512346fa,WT201-403,24e12471512346fa,test,ClassC-OTAA,WT201,1,884874b4d55d4fed8e1848acbfa61503,,,
24e12471512346fb,WT201-404,24e12471512346fb,test,ClassC-OTAA,WT201,1,1d14f1833fcdbff9917b59d0d7ae6246,,,
24e12471512346fc,WT201-405,24e12471512346fc,test,ClassC-OTAA,WT201,1,30a9b6aa77b1e8db43baac9799555373,,,
24e12471512346fd,WT201-406,24e12471512346fd,test,ClassC-OTAA,WT201,1,da930ab0aaec806ece38a07f4f2fc752,,,
24e12471512346fe,WT201-407,24e12471512346fe,test,ClassC-OTAA,WT201,1,466f0573ff34af59071b025c43085c4e,,,
24e12471512346ff,WT201-408,24e12471512346ff,test,ClassC-OTAA,WT201,1,9a0f7574211a200ae45a649a50432a12,,,
24e1247151234700,WT201-409,24e1247151234700,test,ClassC-OTAA,WT201,1,528c2c5fe90f54725403db857dfa0760,,,
24e1247151234701,WT201-410,24e1247151234701,test,ClassC-OTAA,WT201,1,6ee51926ad97dc0866f798b3ec1696f4,,,
24e1247151234702,WT201-411,24e1247151234702,test,ClassC-OTAA,WT201,1,525a383615389360a0a3eb7091757768,,,
24e1247151234703,WT201-412,24e1247151234703,test,ClassC-OTAA,WT201,1,36d23a00c480c5cd3eb6474db365ead1,,,
24e1247151234704,WT201-413,24e1247151234704,test,ClassC-OTAA,WT201,1,c7bd4c4294ad2d303c334d912367c1db,,,
24e1247151234705,WT201-414,24e1247151234705,test,ClassC-OTAA,WT201,1,e7b9e02c62ab0f04f72ebc10cb953395,,,
24e1247151234706,WT201-415,24e1247151234706,test,ClassC-OTAA,WT201,1,92392cbcb241b89f1047c7a869079403,,,
24e1247151234707,WT201-416,24e1247151234707,test,ClassC-OTAA,WT201,1,1997d45327338597f5e55da50865e8e9,,,
24e1247151234708,WT201-417,24e1247151234708,test,ClassC-OTAA,WT201,1,235a84d5cdd28b78463648f798a8e020,,,
24e1247151234709,WT201-418,24e1247151234709,test,ClassC-OTAA,WT201,1,9afeb5a72a9c456afefeb4ba41626905,,,
24e124715123470a,WT201-419,24e124715123470a,test,ClassC-OTAA,WT201,1,03342c74d70dd5e236feba83f04b9886,,,
24e124715123470b,WT201-420,24e124715123470b,test,ClassC-OTAA,WT201,1,b1fe0025ebb5f7eb40222827412a0718,,,
24e124715123470c,WT201-421,24e124715123470c,test,ClassC-OTAA,WT201,1,3d34f755eb45f7c2a0907bad497cd529,,,
24e124715123470d,WT201-422,24e124715123470d,test,ClassC-OTAA,WT201,1,b391681d3d33a5cee5dc337294e434f0,,,
24e124715123470e,WT201-423,24e124715123470e,test,ClassC-OTAA,WT201,1,237ce52a5ab5eabe81e00abf73375b06,,,
